,name,frequency
31384,扶助,1
34366,然今,1
34364,三十二年,1
31385,更结,1
34361,令华歆,1
31386,平之子,1
34360,草禅国,1
34359,急降,1
31394,潜归,1
34358,以终天年,1
31390,次名,1
31391,吉穆,1
34357,残喘,1
34356,幸留,1
31392,字思然,1
31393,远乡,1
34355,禅于,1
34486,在尔躬,1
31216,印囊,1
31468,置关,1
31215,有章,1
34621,窃据,1
34620,载肆,1
31036,作人言,1
31037,腔子,1
31038,还汝活,1
31039,死羊,1
31040,凑活,1
34619,操子,1
34618,罪恶滔天,1
31041,其行,1
34617,残忍,1
31044,所捉,1
31045,三四百个,1
34616,阻兵,1
34615,无疆,1
31046,哄动,1
31047,羊血泼,1
31048,颈腔,1
31049,聚成,1
34622,备宜延,1
31034,守羊,1
34623,武二祖,1
34629,祖业,1
34633,惧高,1
31023,褚上,1
31024,慢步,1
34632,备畏,1
31025,追不上,1
34631,在备,1
34630,率土式,1
31027,赶着,1
31028,羊而来,1
31033,群羊,1
31029,羊群,1
34628,君长,1
31030,褚取,1
34626,外及,1
34625,询于,1
31031,慈即,1
34624,天罚,1
31032,褚尽,1
31050,空招,1
31051,土鼠,1
34614,汉有,1
34599,陷孤于,1
31077,无愈,1
34602,郎孟光,1
31079,芝卜易,1
34601,许慈,1
31081,管辂否,1
34600,可筑坛,1
31083,详言之,1
31084,粗丑,1
34598,王惊,1
34604,武担,1
31086,丘长,1
31087,星辰,1
31088,常云,1
34597,昭文,1
34596,王谋,1
31089,野鹄,1
31090,在世,1
34594,殷纯,1
34603,掌礼,1
31075,点悟,1
31052,随金虎,1
31062,五臣,1
34613,昭告,1
31053,石扬沙,1
34612,丁巳,1
34611,十二日,1
31057,仙机,1
31058,第六十九回,1
34610,朗读,1
34609,王登坛,1
31064,黑风,1
31073,独凭,1
31065,中群,1
31066,尸皆起,1
34607,整设,1
31067,惊倒,1
31069,群尸,1
31070,惊而成,1
31071,飞步,1
31072,凌云,1
34634,光之业,1
31022,左慈出,1
31020,绕殿,1
30978,钓竿,1
30972,进鱼,1
34664,必裹,1
30973,脍必,1
34663,共怒,1
34662,雪弟,1
30975,鱼者,1
30976,方美,1
30977,之隔,1
34661,急兄仇,1
34665,若舍,1
34660,第八十一回,1
34659,所谏,1
30980,鱼池,1
30981,钓出,1
34658,曾闻进,1
30982,尾大,1
34657,行天讨,1
34655,剪伐,1
30971,邀慈同,1
30970,双花,1
30986,两腮,1
30963,牡丹花,1
34679,诏旨,1
34678,血湿,1
34677,西乡,1
30960,枯死,1
30961,随意,1
30962,所欲,1
34675,借番,1
34674,往五溪,1
34673,公也,1
34667,一交,1
30965,花盆,1
30966,发出,1
30967,牡丹,1
34672,阻耶,1
30969,开放,1
34670,方雪,1
34669,其族,1
34668,骤解,1
30985,欺耶,1
30987,鱼有,1
31019,一白,1
34638,永绥,1
34644,昭于,1
31009,寿有,1
31010,千年,1
31011,慈遂拔,1
34642,请择,1
34641,备无才,1
34640,官恭上,1
34639,历服,1
34637,飨祚汉家,1
31005,玉杯,1
31012,冠上,1
31013,玉簪,1
31014,杯中,1
31015,一画,1
31016,自饮,1
31017,慈掷,1
34636,惟神,1
34635,抚临,1
31007,进操,1
34645,况是,1
30988,可辨,1
30998,手取,1
30989,众官视,1
30991,汝亦能,1
30992,取之否,1
30993,金盆,1
30994,慈以,1
30995,衣覆,1
34651,欣跃,1
30996,姜满盆,1
34650,梁王,1
31004,慈取,1
34649,鲁王,1
34648,刘永为,1
30999,忽盆内,1
31001,操取视,1
31002,一字不差,1
34647,立妃,1
34646,元章武,1
31003,操大疑,1
34593,司业,1
31091,邻儿,1
31092,共戏,1
31175,三盒,1
31167,新兴,1
31168,客言,1
31169,覆射,1
31170,原不信,1
34524,后病,1
31171,燕卵,1
34521,火烛,1
31174,三物,1
31176,各写,1
34526,不疾未,1
34520,急如,1
34519,怪风,1
34518,答谢,1
31177,含气须,1
31178,依乎,1
31179,宇堂,1
31180,以形,1
31181,舒张,1
31166,馆陶,1
34527,乃自,1
34517,作样,1
31158,入地,1
31153,刺头,1
31154,头痛,1
34538,黄气,1
34537,庆云,1
31155,主刺,1
34536,有祥风,1
31156,胸腹,1
31157,乃掘,1
31160,角弓,1
31165,妻与子,1
31161,及箭,1
34532,政务,1
34531,染成,1
34530,上尊,1
31162,木俱已,1
31163,朽烂,1
31164,骸骨,1
34528,大建,1
31182,此燕卵,1
34516,唐虞事,1
34540,冲霄,1
31207,及山,1
31199,果往,1
34502,民无二主,1
31200,七人于,1
31201,茅舍,1
31202,煮食,1
31204,捕七人罪,1
31205,以管,1
31206,取印囊,1
34494,改延康,1
31197,北溪,1
31210,方外圆,1
31211,成文,1
31212,含宝,1
31213,守信,1
34493,朝于,1
34492,受八般,1
34491,读册,1
34490,以肃,1
31198,七人宰,1
34503,藩服,1
34515,欲学,1
34509,废一帝,1
31183,家室,1
31185,精育毒,1
34513,两汉,1
31186,得秋乃化,1
34512,禹之事,1
31187,觳觫,1
34510,古之常道,1
31188,长足,1
31189,吐丝,1
31196,求卜,1
34508,立一帝,1
31190,成罗,1
31191,寻网,1
31192,求食,1
31193,昏夜,1
34506,封帝,1
34505,刘氏于,1
31195,失牛,1
34539,数十丈,1
34541,煌煌,1
31093,日月星辰,1
34573,正则,1
31107,酒三升,1
31108,饮毕,1
31109,问子,1
31110,对者,1
34576,不闻天,1
34575,何可议,1
31113,旗鼓相当,1
34574,言不顺,1
31115,易理,1
31106,子春奇,1
34572,不忧乎,1
31116,言言,1
31117,精奥,1
31118,辩难,1
31119,从晓至,1
34569,怨心,1
31120,子春及,1
31121,神童,1
34577,弗取,1
34578,其咎,1
34567,魏兴,1
31098,兼善,1
34591,何宗,1
31095,观风,1
31096,数学,1
34590,光禄卿,1
34589,赖恭,1
34588,张爽,1
31097,通神,1
34587,曹杜琼,1
34586,赵祚,1
31104,未坚,1
34585,刘豹,1
31099,相术,1
34584,阳泉,1
31100,单子,1
34583,侯向举,1
34581,王视,1
31102,谓子,1
34579,行之未,1
34568,王坚执,1
34566,咸欲奉,1
34542,此正应,1
31149,西角,1
31140,知辂,1
31142,延辂,1
31143,至家,1
34554,有德泽以,1
31144,适信,1
31145,妻常,1
31147,因请,1
31148,此堂,1
31150,一男,1
34555,布于民,1
34550,入于,1
34549,岂效,1
31151,一男持,1
31152,壁外,1
34546,陷孤为,1
34545,王览表,1
34544,更复,1
34543,以继汉统,1
31138,郭恩,1
31137,此报,1
31122,郭恩者,1
34562,所忧,1
34565,夙昔,1
31123,君家本,1
31124,女鬼,1
34564,得遇,1
34563,连问,1
31126,伯母,1
31127,叔母,1
31128,谋数,1
34561,忧心如焚,1
31136,故君,1
34560,何疾,1
34559,所感,1
31129,升米,1
31130,之利,1
31132,落井,1
34557,设一计,1
31134,压破,1
31135,痛苦,1
34281,议定,1
34280,清闲,1
33890,汝等须,1
31729,未卜,1
31820,镌石,1
31821,镌此,1
34026,承嗣大,1
31822,操读,1
31823,黄绢幼,1
34025,冠世,1
31826,问琰,1
31827,汝解此,1
31828,遗笔,1
34024,丧未远,1
31829,解否,1
31830,已解,1
34021,谗臣,1
34020,王本欲,1
31832,容吾思,1
31833,隐语,1
31834,黄绢,1
34019,悖慢,1
34018,酣饮,1
31819,索笔,1
31818,而读,1
34027,人才,1
34032,属官,1
31805,令度,1
34034,丁字,1
31806,尚奏,1
31807,表为,1
31808,孝女,1
31809,镌碑,1
34033,丁等,1
31810,淳年方,1
31811,十三岁,1
31817,手摸,1
34031,褚皆缚,1
31812,文不加点,1
31813,一挥而就,1
31814,石墓,1
34029,褚立,1
31815,时人奇,1
31816,蔡邕闻,1
34028,侯因,1
31835,之丝,1
31836,色傍加,1
31837,绝字,1
31862,刚柔相济,1
31850,张之事,1
31851,非之罪,1
31854,示懦,1
31856,渊性,1
31857,太刚,1
31859,操乃作,1
31860,到渊营,1
33999,俨然,1
33998,画云长,1
34001,心鄙,1
31863,徒恃,1
33997,禁之事,1
31864,任勇,1
31865,之敌,1
31866,勿辱,1
31867,回讫,1
33995,白粉,1
31869,王率,1
31849,之敏,1
31846,绝妙好辞,1
34016,侯日,1
34011,竟不来,1
34015,怀王,1
31838,幼妇者,1
31839,少女,1
31840,女傍少,1
34013,曹熊惧,1
34012,萧怀,1
31841,乃女,1
31842,女傍子,1
34010,侯植,1
34002,粉壁,1
31843,五辛之器,1
34007,骨里描,1
31844,受傍辛字,1
31845,辞字,1
34006,画虎,1
34005,气愤,1
34004,以愧,1
34003,使之往,1
31804,人葬,1
34035,人多惜,1
31802,负父,1
31759,同取,1
34074,牛斗墙,1
31750,激他,1
31751,虽去,1
31752,若忠胜,1
34070,坠井而亡,1
31753,倘忠,1
31757,严颜往,1
31758,守隘,1
31762,禀知,1
31747,正助,1
34068,斗于,1
34067,两只,1
34066,水墨画,1
34065,时殿,1
31765,操自悔,1
34064,题目,1
31766,操骑,1
34063,免一死,1
31748,法正领,1
31746,教法,1
34061,今限汝行,1
31740,须行,1
31731,酌量,1
31735,尚食,1
31736,斗米,1
31737,畏其勇,1
31738,赵界,1
34082,二敌,1
31739,言吾老,1
34081,搪突,1
34080,郯起,1
31745,寡胜众,1
34079,道行,1
34078,两肉齐,1
31741,激将法,1
31742,老年人,1
31743,第七十一回,1
34076,植行,1
31744,逸待劳,1
34075,坠井死,1
31767,金鞍,1
31769,甲马,1
31801,跳入,1
34043,今正欲戒,1
31786,以琰配,1
31787,庄门,1
34047,子建怀,1
31788,操至堂,1
34046,建乎,1
31789,悬一,1
31790,图轴,1
31791,曹娥,1
31792,之碑,1
34049,人皆言子,1
34042,存其,1
34040,弟植,1
31793,昔和帝,1
31795,巫者,1
31796,婆婆,1
31797,乐神,1
31798,醉舞,1
31800,绕江,1
31785,还汉,1
31784,操之势,1
31770,本色,1
34055,义属,1
34060,代笔,1
31771,光辉灿烂,1
31772,蓝田,1
34058,夸示,1
34057,汝常以,1
31773,蔡邕庄,1
34056,蔑礼,1
31774,今邕,1
34054,汝情,1
31783,操深怜,1
34053,伏拜,1
31777,居此,1
31779,乃卫仲道,1
31780,于北地,1
31781,胡笳十八拍,1
31782,流入,1
34051,以才试,1
34050,出口成章,1
33993,董治陵事,1
31870,汝久守,1
31871,谋勇,1
31974,总帅,1
33926,事无巨细,1
31969,忽牙,1
31970,张著来,1
31973,操非,1
33925,分香,1
33924,降作,1
33923,霸王,1
33922,霸大不王,1
31975,安及,1
33928,豪华,1
33921,小不为,1
33920,相低昂,1
33919,理势,1
31977,十营,1
31978,前要,1
33918,横流,1
33917,苟尔,1
31979,先争,1
31968,加忠为,1
31967,玄德献功,1
31980,忠依允,1
31958,孟达夺,1
31950,雪刃挥,1
33937,棺银椁,1
31951,雄声,1
31954,开疆,1
33936,用金,1
31955,展帝,1
31956,山傍闪出,1
33935,曹熊处,1
31959,渊死,1
33929,轻议,1
31961,乃岁,1
31962,己亥,1
33931,书生气,1
31963,乃渊,1
31964,寻管,1
31965,徐晃作,1
31966,来葭萌,1
33930,中笑尔,1
33916,霸有,1
31983,云回,1
33938,入殓,1
32008,如飘,1
32002,云手,1
33899,疑冢,1
32004,云直,1
33897,彰德,1
33896,上食,1
32006,见张,1
32007,若舞,1
33894,自给,1
33893,丝履,1
33900,知吾葬,1
32010,上围,1
33892,女工,1
33891,勤习,1
32011,云不回,1
32012,勇者,1
32013,见云,1
32014,所向无前,1
32015,尘起,1
32001,慕容,1
32000,迎头,1
33914,遗臭,1
33909,韵事,1
31984,军守营,1
31986,后劫,1
33913,功首罪魁,1
33912,眼底,1
33911,随人,1
31988,日出,1
33910,文心,1
31989,粮积,1
33908,雄谋,1
31999,骤马直,1
33907,定有,1
31992,除晃,1
33906,城水漳水,1
33905,中歌,1
31993,张著引,1
31994,兵撞,1
31995,忠回,1
33903,六十六岁,1
31949,风迎,1
31946,连头,1
33991,延康,1
33972,几作,1
33979,折服,1
33978,伏法,1
33977,侄陷,1
33976,兄逼弟,1
33975,第七十九回,1
33974,谭尚争,1
31894,忠用,1
33973,袁家,1
33971,曹氏丕彰,1
33982,储君,1
33970,解此,1
31895,应有,1
31896,尽赏,1
31898,每营,1
33969,孤争,1
31900,忠上,1
31901,渊急,1
31902,言愿,1
31891,诱渊来,1
33983,侯之所宜,1
33966,黄须,1
33988,令彰,1
31872,兼备,1
31873,况有,1
31874,建了,1
33990,改建,1
31875,只守山,1
31878,宜输,1
31879,尚受,1
33989,鄢陵,1
31880,军离,1
33984,君侯此,1
31881,于定军,1
31885,多降,1
31886,忠慌,1
33986,带兵,1
31887,渊为,1
33985,争位,1
31888,人轻躁,1
31889,勇少谋,1
33967,性刚,1
33964,故下,1
31945,已落,1
31933,此乃法,1
31924,拥上,1
31925,弃山,1
31926,忠得,1
33947,中庶子,1
33946,且议,1
33945,息哀,1
31928,某居,1
33943,聚哭,1
31934,正之谋,1
31922,忠仰,1
31935,观吾,1
31936,渊分军,1
31938,法正见,1
31939,坐息,1
31940,红旗招展,1
33939,灵榇,1
31942,一马当先,1
31944,雷吼,1
31923,鸣金击鼓,1
31920,正以,1
33962,故草此,1
31913,激渊,1
31906,薄衣,1
31907,侯夏尚,1
31908,各望,1
31909,阵门时,1
33961,谄事魏,1
33960,处索,1
31910,尚带,1
33958,方议,1
33957,正因,1
31919,渊信,1
33956,早请,1
33955,报华歆,1
33954,私立,1
31914,鸣金收兵,1
31915,渊慌,1
33953,爱子,1
33952,兵部,1
31918,故急招,1
31730,能胜,1
31728,虽胜张,1
31469,十六级,1
31727,以渊有,1
31530,解酒,1
31533,相扑,1
34204,恶声,1
34203,每闻交,1
31534,飞寨,1
34202,非罪,1
34201,敢谓,1
34200,知而为,1
31535,石二寨,1
31536,出为,1
34199,臣诚,1
31537,山侧,1
31538,大明,1
31539,张骤,1
34198,之举,1
34197,悼臣,1
31540,三五十,1
34196,感悟,1
31541,张只,1
31529,魏延助,1
31528,可托大,1
34207,叛吾,1
34214,孟达来,1
34222,建武,1
31519,荡石,1
34220,加孟达,1
34219,方准,1
34218,惧罪,1
34216,王欲,1
31522,作三车,1
31523,反送,1
31524,然前,1
34208,文辞,1
31525,所为,1
31526,贪杯,1
31527,乃败,1
34213,正聚,1
34212,两害,1
34211,可绝,1
34210,令二虎,1
34209,相戏,1
31542,就势,1
34195,圣恩,1
34194,伏想,1
34179,大刑,1
34183,每读,1
31559,其径,1
34182,谗佞,1
31560,走上,1
31563,小包,1
31566,夺瓦口关,1
34181,齐而,1
34180,乐毅破,1
31567,唤到,1
34184,而亲,1
31568,飞用,1
34178,拓境,1
34177,蒙恬,1
34176,至忠,1
31569,塞闭,1
31570,今过,1
31571,苍溪,1
34175,子胥,1
31558,复扎住,1
31557,过山,1
34193,自放于,1
31551,刺雷,1
31543,奔瓦口,1
31544,诱张,1
31546,催督张,1
31547,分两军,1
31549,西军,1
31550,张复,1
34191,自致,1
34190,惟臣,1
31552,铜于,1
34185,当其事,1
34189,百无一,1
34188,失节,1
34187,覆败,1
31553,张用,1
34186,益用,1
31554,延问,1
31555,汝可分,1
31556,擒张,1
31518,雷铜驱,1
31517,只不出,1
31516,离宕渠,1
31485,洪自,1
31479,吴兰为,1
31480,哨出,1
34260,桓阶等,1
31481,曹洪军,1
34259,同华歆,1
31482,挫其,1
31483,何颜见,1
31484,孟起乎,1
34258,令汉帝,1
34264,汉代,1
31486,超责,1
31487,致败,1
31488,任夔,1
34257,汉之兆,1
34256,瑞徵,1
31489,可紧,1
31491,之言而惑,1
31492,虽不才,1
34262,请禅,1
31478,至下,1
31494,洪勒,1
34271,仁及,1
34279,民意,1
34278,舜之道,1
34277,效尧,1
31470,银印,1
34275,言汉祚,1
34274,虽唐,1
34273,越古超今,1
31471,龟纽,1
34270,德布,1
31477,雷铜守,1
34269,续大统,1
31473,十五级,1
31474,铜印,1
31475,环纽,1
34268,汉王,1
34267,篡炎,1
34266,第八十回,1
34265,已移,1
31493,人皆怕,1
34252,石邑县,1
34225,诸部,1
31508,各分军,1
31504,各傍,1
31505,渠寨,1
34233,旗一,1
34232,魏旗,1
31506,石寨,1
31507,张于,1
34231,临头,1
34230,指骂,1
31509,说张,1
34236,非儿,1
31510,地恶,1
31511,我出,1
31512,飞自,1
31513,渠山,1
34229,孟达知,1
34228,来书,1
34227,使吾为,1
34226,刘封览,1
34235,封抵,1
34237,因孟达,1
34251,殉葬,1
34244,自即,1
34250,还沛,1
34249,奉觞,1
34248,扬尘,1
31495,文状,1
34247,先茔,1
31496,骄兵,1
34246,南巡,1
34245,遂统,1
34243,孟达招,1
31503,张部兵,1
34242,后闻,1
34241,非土,1
34240,穿人衣,1
31497,多致败,1
34239,食人食,1
31498,第七十回,1
31500,瓦口,1
31501,计夺,1
31572,山桧川入,1
34174,早思远耻,1
34173,前贤,1
31685,引去,1
34115,报孟达,1
31678,养命,1
31679,之源,1
31680,有吾叔,1
31681,正接,1
31682,宜往,1
31683,保此山,1
31684,投天荡,1
31686,复取,1
34117,超审知,1
31687,原寨,1
31688,只恃勇,1
31689,有谋,1
34113,彭与,1
34112,开去,1
31691,涉而来,1
34111,可升此,1
31692,战境,1
34116,军捉,1
34118,王待,1
31694,德遂,1
34126,彭有,1
31665,借寨,1
31666,彼屯,1
34128,玄德赐,1
31667,韩浩二,1
34127,然留,1
31668,破寨,1
31669,连夺,1
31670,力困,1
34124,超辞,1
31676,更接,1
31673,张军兵,1
31674,韩浩议,1
34123,领川兵,1
34122,公起,1
34121,某亦怀怨,1
34120,老革荒,1
34119,公甚厚,1
31675,此天荡山,1
31693,此无谋,1
31696,军皆远来,1
31664,可尽复,1
31721,要领,1
34094,豆萁,1
31718,积聚,1
34093,豆燃,1
34092,即口,1
31719,还敢,1
34091,思索,1
34090,植略,1
31720,慨然应诺,1
34089,命题,1
34095,中泣,1
34088,七步成章,1
34087,不泄,1
31724,藩蔽,1
31725,操不托,1
34085,土窟,1
31726,独托渊者,1
34084,一肉,1
34083,不俱刚,1
31717,独知,1
31714,深然,1
31697,暂息,1
34098,逼弟,1
31698,斩浩于,1
34108,实刘封,1
34106,以除,1
34105,次讨,1
31699,德于,1
34102,安乡侯,1
34101,废耳,1
34099,坐告,1
31704,将庆喜,1
31712,进可,1
31705,降张,1
34097,何太急,1
31706,势以,1
31707,屯守,1
31708,天荡,1
31709,练兵,1
34096,同根,1
31710,观衅,1
34129,彭死于,1
34131,回守,1
34172,窃慕,1
34157,诚足,1
34162,际会,1
31595,今葭萌关,1
34161,逡巡,1
31596,取翼德,1
34160,舅犯,1
34159,识微,1
31597,退张,1
31598,今翼德兵,1
34156,列次,1
31592,知张,1
31599,屯瓦口,1
31600,选一人,1
31601,破张,1
31605,尚开,1
31608,不老,1
34154,鳞集,1
31609,轮动,1
34152,况于,1
31593,孟达定,1
34164,何哉,1
31613,亲犯,1
31579,洪见,1
31574,取瓦口关,1
34171,自系于,1
34170,巨勋,1
31575,扣关,1
31576,关后,1
31577,四五路,1
34169,无元功,1
31578,寻径,1
31581,教汝休,1
34165,欲洁,1
31582,汝取,1
31583,状要,1
31584,折尽,1
31585,尚不自死,1
31586,郭淮谏,1
31587,易得,1
31588,一将难求,1
34166,去就之分,1
31612,白头,1
34151,臣委质,1
31661,刘封来,1
31651,张守后,1
31638,张寨,1
31639,问及,1
31640,魏延献,1
31641,害吾亲,1
31645,名天荡山,1
31647,韩浩在,1
34139,公可作,1
31648,各斗,1
34137,乃欲见害,1
31635,外心,1
31652,来前,1
31653,叱张,1
31654,胆怯,1
34135,忘我,1
31657,败退,1
31658,连败,1
31659,直退,1
34134,今孝直,1
31637,韩玄之弟,1
31634,使不生,1
34150,假势,1
31624,张军,1
31615,二老,1
34149,文之功,1
31619,今可建,1
34148,追桓,1
34147,吕之业,1
31621,许大,1
31622,识羞,1
31623,忠怒,1
34146,建伊,1
34143,持表回,1
34145,伏惟,1
31625,连夜赶去,1
31626,八九十里,1
31627,张输,1
31629,被迫,1
31630,必投西,1
31631,今可遣,1
31632,将助,1
32308,反汉,1
0,第一回,1
35478,勇定,1
42628,杯酌,1
42643,收恪,1
42642,左指,1
42641,刀尖,1
42640,约见,1
42639,环甲,1
42638,内披,1
42637,长服,1
42636,事先,1
42635,亮托,1
42634,酒到,1
42633,制药,1
42632,取自,1
42630,药酒,1
42629,常服,1
42627,亮命,1
42645,以小,1
42626,恪见,1
42625,同孙峻,1
42624,虽感,1
42623,兼议,1
42622,相召,1
42621,面叙,1
42620,十余步,1
42619,进车,1
42618,如白练,1
42617,自地,1
42616,见车,1
42615,犬戏,1
42614,恪怒,1
42613,如哭,1
42644,芦席,1
42646,岗乱,1
42611,衔住,1
42666,富春侯,1
42688,开出,1
42686,师素知,1
42683,令羌,1
42680,出石营,1
42679,羌人于,1
42678,人会,1
42677,因羌兵,1
42676,足可为,1
42675,最广,1
42674,向取,1
42672,十六年,1
42669,未奏绩,1
42668,一度,1
42667,恪书,1
42665,封峻,1
42647,恪之妻,1
42664,果中,1
42661,魏光禄,1
42660,非保家,1
42659,尽显,1
42658,俱缚,1
42657,府第,1
42656,屋梁,1
42655,头撞,1
42654,反目,1
42653,其婢,1
42652,血臭,1
42650,恪妻,1
42649,入房,1
42648,婢女,1
42612,作声,1
42610,黄犬,1
42690,又败,1
42550,坐罪,1
42566,搜求,1
42565,自幸,1
42563,俭尽起,1
42562,黄肿,1
42560,蔡林引,1
42559,逃者,1
42558,营吏,1
42557,恪额,1
42556,尽战,1
42555,登城大,1
42554,修补,1
42553,破城处,1
42552,张特用,1
42551,具册,1
42549,家族,1
42568,边方,1
42548,敌者,1
42547,出城降,1
42546,困城,1
42544,册籍,1
42543,郭淮防,1
42542,引一军助,1
42541,师然,1
42540,恐蜀兵,1
42539,恪困,1
42538,虞松告,1
42537,恪令兵,1
42535,破胆,1
42533,蒋延为,1
42531,主丧兵,1
42567,轻则,1
42571,朱恩管,1
42609,恪正,1
42593,偶出,1
42608,数十盆,1
42607,连换,1
42606,甚血,1
42605,闻水,1
42604,洗面,1
42603,披麻人,1
42601,梁折,1
42600,恪自,1
42599,正堂,1
42598,荷戈,1
42597,之府,1
42596,追荐,1
42595,新丧,1
42594,叱问,1
42592,自兵败,1
42572,牙爪,1
42591,召恪,1
42590,可密图,1
42589,等果,1
42588,常欲除,1
42585,请旨,1
42584,公系,1
42583,恣虐,1
42582,说峻,1
42581,恪有隙,1
42579,夺其权,1
42578,朱恩,1
42576,命掌,1
42574,曾孙,1
42573,弟孙静,1
42689,化拖刀败,1
42691,徐质勇,1
42216,外言,1
42781,淮枪,1
42799,同三人,1
42797,朝退,1
42796,自剖断,1
42793,迎臣,1
42792,师笑,1
42791,见师,1
42790,芳设,1
42789,针刺,1
42787,补罪,1
42786,将功,1
42785,收扎,1
42784,维折,1
42783,逃至,1
42782,淮归寨,1
42780,维勒,1
42801,缉之手,1
42779,淮应,1
42778,望面,1
42777,追近,1
42776,待淮,1
42775,维急,1
42774,搭箭射,1
42772,知维无箭,1
42771,淮连,1
42770,连响,1
42769,维虚,1
42768,手无寸铁,1
42767,见维,1
42766,维望,1
42765,空壶,1
42800,执张,1
42802,李丰奏,1
42763,维手,1
42823,指吾为,1
42839,讨灭,1
42838,诏制,1
42837,所行,1
42836,共持,1
42835,师视,1
42834,张缉身,1
42833,搜检,1
42831,径击,1
42830,揎拳裸袖,1
42829,尚红,1
42828,泪眼,1
42827,实无此,1
42826,中所,1
42825,乃口,1
42822,其心实,1
42803,以剿,1
42821,扶商,1
42820,所问,1
42819,上见,1
42818,乃夏,1
42817,何书,1
42816,所看,1
42815,侍读,1
42814,廷观,1
42812,比武,1
42811,泄于,1
42810,血诏,1
42808,芳脱,1
42807,灭贼,1
42806,旧戚,1
42764,腰间,1
42762,四分五落,1
42692,之计胜,1
42709,倒座,1
42723,拜井,1
42722,耿恭,1
42721,王韬,1
42720,初围,1
42719,马陵道,1
42718,始入,1
42717,魏师,1
42716,姜维绝,1
42715,六千人,1
42714,止够,1
42713,其上,1
42712,难上,1
42711,粮兵,1
42710,质所分,1
42708,维一,1
42725,泉边,1
42707,质大惊,1
42706,迸起,1
42705,质急,1
42704,质令,1
42703,质分兵,1
42702,百余头,1
42701,领令,1
42700,断其,1
42699,因断,1
42698,胜蜀者,1
42697,昭唤,1
42696,示以,1
42695,多排,1
42694,撒下,1
42724,效之,1
42726,昭奉,1
42761,魏之兵,1
42745,愿引,1
42760,迷当引,1
42758,羌人部,1
42757,教请入,1
42756,引羌兵,1
42755,厚赐,1
42754,淮乃说,1
42753,淮慌,1
42752,兵直,1
42751,陈泰兵,1
42750,陈泰一,1
42749,令泰引,1
42748,教泰降,1
42747,泰来,1
42746,如兵,1
42744,某俱知,1
42727,若昭合,1
42743,杀泰之心,1
42741,王寨,1
42739,今羌兵,1
42738,深为,1
42737,取之不竭,1
42736,众命,1
42735,以活,1
42734,早赐,1
42733,未终,1
42732,如寿禄,1
42731,教部军,1
42730,当刎,1
42729,昭自,1
42728,枯竭,1
42529,此气,1
42528,蒋延,1
42527,遮断,1
42308,得实,1
42324,胆智,1
42323,幼有,1
42322,字士季,1
42321,名会,1
42320,姓钟,1
42319,川长社,1
42317,霸告,1
42315,实吴,1
42314,使领,1
42313,新有,1
42312,之志否,1
42311,维就席,1
42310,昔微子,1
42309,方教入,1
42307,体访,1
42326,会时,1
42306,维心,1
42304,霸急,1
42303,淮大怒,1
42302,必思,1
42301,多建,1
42300,玄叔,1
42299,取征,1
42298,骤然,1
42297,亲族,1
42296,系爽,1
42293,未丧,1
42292,分何,1
42291,幽鬼躁,1
42290,妙诀,1
42325,尝率,1
42327,其兄毓年,1
42288,果应管,1
42346,必称,1
42361,宜待时,1
42360,内治,1
42359,近者,1
42358,费谏,1
42357,以终,1
42356,克服,1
42355,霸为,1
42354,维奏,1
42353,敏捷,1
42352,其资性,1
42351,故是,1
42350,凤兮凤,1
42349,几艾,1
42348,戏谓,1
42345,每奏事,1
42328,惶惧,1
42343,奇其,1
42342,窥度,1
42341,大泽,1
42340,失父,1
42338,字士载,1
42337,名艾,1
42336,喜读,1
42335,帝独奇,1
42334,汗不敢出,1
42333,战战栗栗,1
42332,不汗,1
42331,如浆,1
42330,汗出,1
42329,战战惶惶,1
42289,赞管,1
42287,家业,1
42526,来伐,1
42236,兄可作,1
42250,入库,1
42249,尽抄,1
42248,一干人犯,1
42247,抵罪,1
42246,诬人,1
42245,捉何,1
42244,供词,1
42243,懿取,1
42242,无害,1
42241,曹爽府,1
42240,运至,1
42239,持去,1
42238,爽乃作,1
42237,必无相害,1
42235,乏粮,1
42252,令女,1
42232,人围,1
42231,锁门,1
42230,大锁,1
42229,拔营,1
42228,桓范至,1
42227,爽等入,1
42226,发监,1
42224,杨综,1
42223,印送,1
42222,爽令,1
42221,陈泰令爽,1
42220,真豚,1
42219,爽掷,1
42218,到晓,1
42251,弟文叔,1
42253,早寡而,1
42286,官者,1
42271,微尘,1
42285,尽皆免,1
42284,颂高风,1
42283,劝弟,1
42282,辛氏,1
42281,当思报,1
42280,旧职,1
42279,综夺,1
42278,鲁芝,1
42277,汗颜,1
42276,须眉,1
42275,自顾,1
42274,裙钗,1
42273,女义,1
42272,达观,1
42270,弱草,1
42254,女截,1
42269,乞子,1
42268,懿闻,1
42267,为乎,1
42266,保终,1
42265,盛时,1
42264,易心,1
42263,义者,1
42262,改节,1
42260,女泣,1
42259,夫家,1
42258,栖弱,1
42257,如轻尘,1
42256,及爽,1
42255,自誓,1
42362,白驹过隙,1
42363,迁延岁月,1
42364,今若结,1
42465,王夫人,1
42482,恪立,1
42481,龙盘虎踞,1
42479,七十一岁,1
42477,吕岱,1
42475,倒卓于,1
42474,拔起,1
42473,所种,1
42472,吴主先陵,1
42471,涌涛,1
42470,江海,1
42469,太元,1
42468,亮为,1
42467,立三,1
42466,权废,1
42464,立次,1
